,index,Unnamed: 0,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace_x,w_df,w_svpt,w_1stIn_x,w_1stWon_x,w_2ndWon_x,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_id,l_winners_fh,l_winners_bh,l_unforced_fh,l_unforced_bh,l_return_pts_faced,l_return_pts_won,w_1stIn_y,w_1stWon_y,w_2ndWon_y,w_ace_y,w_winners_fh,w_winners_bh,w_unforced_fh,w_unforced_bh,w_return_pts_faced,w_return_pts_won,label
45,236,29817.0,2014-321,Stuttgart,Clay,28.0,A,20140707.0,7.0,104259.0,5.0,,Philipp Kohlschreiber,R,178.0,GER,30.7,105526.0,,,Jan Lennard Struff,R,193.0,GER,24.1,6-4 6-3,3.0,R32,74.0,2.0,1.0,64.0,37.0,24.0,16.0,9.0,4.0,5.0,0.0,4.0,65.0,38.0,24.0,12.0,10.0,5.0,9.0,26.0,1475.0,71.0,706.0,20140710-M-Stuttgart-R32-Jan_Lennard_Struff-Philipp_Kohlschreiber,12,4,18,16,64,24,37,24,16,2,9,6,11,15,65,29,0.0
46,237,29861.0,2014-6718,Bogota,Hard,28.0,A,20140714.0,24.0,103333.0,2.0,,Ivo Karlovic,R,208.0,CRO,35.3,104499.0,,,Jimmy Wang,R,178.0,TPE,29.4,6-3 7-6(6),3.0,QF,84.0,21.0,0.0,54.0,35.0,33.0,12.0,10.0,0.0,0.0,5.0,5.0,79.0,45.0,32.0,18.0,11.0,5.0,7.0,29.0,1280.0,133.0,442.0,20140714-M-Bogota-QF-Jimmy_Wang-Ivo_Karlovic,6,5,9,2,54,9,35,33,12,22,8,9,4,13,79,29,0.0
47,258,30899.0,2015-451,Doha,Hard,32.0,A,20150105.0,16.0,103582.0,,Q,Michael Berrer,L,193.0,GER,34.5,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,28.5,1-6 6-3 6-4,3.0,R32,116.0,6.0,2.0,89.0,68.0,47.0,11.0,13.0,10.0,12.0,2.0,1.0,72.0,48.0,34.0,15.0,13.0,2.0,4.0,127.0,427.0,3.0,6585.0,20150105-M-Doha-R32-Rafael_Nadal-Michael_Berrer,22,3,20,9,89,31,69,48,10,6,16,5,20,9,72,23,0.0
48,265,31168.0,2015-2276,Zagreb,Hard,28.0,A,20150202.0,19.0,104719.0,8.0,,Marcel Granollers,R,190.0,ESP,28.8,104471.0,,,Ivan Dodig,R,183.0,CRO,30.0,7-6(8) 4-6 6-3,3.0,R16,148.0,8.0,1.0,105.0,54.0,42.0,32.0,16.0,7.0,8.0,12.0,2.0,95.0,54.0,44.0,22.0,15.0,4.0,5.0,55.0,825.0,86.0,610.0,20150205-M-Zagreb-R16-Ivan_Dodig-Marcel_Granollers,19,11,24,20,105,31,54,42,32,8,9,12,9,21,95,29,0.0
49,274,31295.0,2015-496,Marseille,Hard,28.0,A,20150216.0,3.0,104792.0,7.0,,Gael Monfils,R,193.0,FRA,28.4,100644.0,,Q,Alexander Zverev,R,198.0,GER,17.8,6-1 7-6(12),3.0,R32,86.0,6.0,2.0,54.0,29.0,25.0,12.0,9.0,0.0,2.0,2.0,1.0,69.0,41.0,29.0,10.0,10.0,5.0,10.0,21.0,1635.0,138.0,395.0,20150217-M-Marseille-R32-Alexander_Zverev-Gael_Monfils,7,5,10,11,54,17,29,25,12,6,9,6,10,12,69,30,0.0
50,276,31280.0,2015-499,Delray Beach,Hard,32.0,A,20150216.0,19.0,103333.0,4.0,,Ivo Karlovic,R,208.0,CRO,35.9,106423.0,,Q,Thanasi Kokkinakis,R,196.0,AUS,18.8,7-6(4) 7-6(2),3.0,R16,108.0,21.0,3.0,74.0,46.0,42.0,19.0,12.0,2.0,2.0,5.0,6.0,78.0,45.0,37.0,18.0,12.0,2.0,2.0,29.0,1295.0,143.0,373.0,20150218-M-Delray_Beach-R16-Thanasi_Kokkinakis-Ivo_Karlovic,15,2,8,1,74,13,45,41,20,21,13,5,14,7,78,23,0.0
51,278,31317.0,2015-496,Marseille,Hard,28.0,A,20150216.0,25.0,104792.0,7.0,,Gael Monfils,R,193.0,FRA,28.4,105138.0,4.0,,Roberto Bautista Agut,R,183.0,ESP,26.8,6-4 6-2,3.0,SF,65.0,9.0,1.0,49.0,32.0,24.0,10.0,9.0,4.0,5.0,1.0,2.0,49.0,25.0,18.0,9.0,9.0,1.0,5.0,21.0,1635.0,16.0,1975.0,20150221-M-Marseille-SF-Roberto_Bautista_Agut-Gael_Monfils,13,3,7,6,49,15,32,24,10,9,9,7,5,5,49,22,0.0
52,279,31318.0,2015-496,Marseille,Hard,28.0,A,20150216.0,26.0,104468.0,5.0,,Gilles Simon,R,183.0,FRA,30.1,104660.0,,,Sergiy Stakhovsky,R,193.0,UKR,29.1,3-6 6-3 6-2,3.0,SF,98.0,9.0,2.0,85.0,53.0,41.0,12.0,13.0,3.0,5.0,3.0,1.0,67.0,40.0,28.0,14.0,13.0,2.0,6.0,17.0,1890.0,59.0,804.0,20150221-M-Marseille-SF-Sergiy_Stakhovsky-Gilles_Simon,13,9,17,11,85,32,54,42,11,9,17,3,9,13,67,25,0.0
53,285,31577.0,2015-404,Indian Wells Masters,Hard,96.0,M,20150312.0,7.0,106432.0,,Q,Borna Coric,R,188.0,CRO,18.3,104890.0,,,Andreas Haider Maurer,R,190.0,AUT,27.9,6-4 6-4,3.0,R128,86.0,5.0,1.0,53.0,34.0,29.0,12.0,10.0,2.0,2.0,1.0,2.0,58.0,26.0,18.0,16.0,10.0,4.0,6.0,60.0,796.0,56.0,863.0,20150312-M-Indian_Wells_Masters-R128-Andreas_Haider_Maurer-Borna_Coric,4,4,17,8,53,12,34,29,12,5,7,1,10,6,58,24,0.0
54,291,31662.0,2015-404,Indian Wells Masters,Hard,96.0,M,20150312.0,92.0,103819.0,2.0,,Roger Federer,R,185.0,SUI,33.5,104607.0,9.0,,Tomas Berdych,R,196.0,CZE,29.4,6-4 6-0,3.0,QF,69.0,1.0,1.0,40.0,26.0,23.0,9.0,8.0,0.0,0.0,2.0,5.0,57.0,26.0,16.0,12.0,8.0,4.0,8.0,2.0,9205.0,9.0,4340.0,20150320-M-Indian_Wells_Masters-QF-Tomas_Berdych-Roger_Federer,7,0,8,7,40,8,26,23,9,1,17,3,6,5,57,29,0.0
55,298,31740.0,2015-403,Miami Masters,Hard,96.0,M,20150325.0,75.0,104731.0,15.0,,Kevin Anderson,R,203.0,RSA,28.8,104919.0,24.0,,Leonardo Mayer,R,188.0,ARG,27.8,6-4 6-4,3.0,R32,89.0,12.0,3.0,62.0,40.0,33.0,9.0,10.0,1.0,2.0,2.0,4.0,53.0,26.0,20.0,12.0,10.0,0.0,3.0,17.0,1870.0,27.0,1364.0,20150329-M-Miami_Masters-R32-Leonardo_Mayer-Kevin_Anderson,10,4,13,6,62,20,40,33,9,13,5,3,12,4,53,21,0.0
56,301,31756.0,2015-403,Miami Masters,Hard,96.0,M,20150325.0,91.0,104918.0,3.0,,Andy Murray,R,190.0,GBR,27.8,106233.0,,,Dominic Thiem,R,185.0,AUT,21.5,3-6 6-4 6-1,3.0,QF,105.0,6.0,2.0,65.0,37.0,30.0,17.0,13.0,1.0,3.0,3.0,5.0,82.0,52.0,35.0,13.0,13.0,3.0,7.0,4.0,5695.0,52.0,891.0,20150401-M-Miami_Masters-QF-Dominic_Thiem-Andy_Murray,13,4,16,11,65,18,37,30,17,5,6,5,13,7,82,34,0.0
57,309,31828.0,2015-410,Monte Carlo Masters,Clay,56.0,M,20150412.0,14.0,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,31.4,105062.0,,,Mikhail Kukushkin,R,183.0,KAZ,27.2,6-4 6-4,3.0,R64,76.0,3.0,0.0,53.0,34.0,24.0,9.0,10.0,1.0,4.0,2.0,4.0,60.0,31.0,20.0,9.0,10.0,3.0,8.0,25.0,1395.0,53.0,867.0,20150413-M-Monte_Carlo_Masters-R64-Mikhail_Kukushkin-Philipp_Kohlschreiber,6,4,10,16,53,20,34,24,9,3,5,4,11,7,60,31,0.0
58,310,31821.0,2015-410,Monte Carlo Masters,Clay,56.0,M,20150412.0,7.0,106298.0,,WC,Lucas Pouille,R,185.0,FRA,21.1,106233.0,,,Dominic Thiem,R,185.0,AUT,21.6,6-4 6-4,3.0,R64,84.0,2.0,5.0,63.0,27.0,17.0,17.0,10.0,6.0,10.0,3.0,1.0,63.0,32.0,17.0,14.0,10.0,6.0,12.0,108.0,515.0,44.0,1030.0,20150414-M-Monte_Carlo_Masters-R64-Dominic_Thiem-Lucas_Pouille,10,4,20,10,63,29,27,17,17,2,12,3,13,11,63,32,0.0
59,314,31864.0,2015-410,Monte Carlo Masters,Clay,56.0,M,20150412.0,50.0,104745.0,3.0,,Rafael Nadal,L,185.0,ESP,28.8,103970.0,5.0,,David Ferrer,R,175.0,ESP,33.0,6-4 5-7 6-2,3.0,QF,165.0,0.0,2.0,99.0,73.0,44.0,14.0,15.0,3.0,7.0,1.0,4.0,99.0,62.0,36.0,16.0,15.0,4.0,10.0,5.0,5255.0,7.0,4670.0,20150417-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,20,10,28,13,99,41,73,44,14,0,18,5,9,20,99,47,0.0
60,315,31866.0,2015-410,Monte Carlo Masters,Clay,56.0,M,20150412.0,52.0,104792.0,14.0,,Gael Monfils,R,193.0,FRA,28.6,105777.0,9.0,,Grigor Dimitrov,R,188.0,BUL,23.9,6-1 6-3,3.0,QF,59.0,0.0,0.0,53.0,36.0,26.0,10.0,8.0,2.0,2.0,1.0,1.0,37.0,21.0,13.0,5.0,8.0,0.0,4.0,18.0,1750.0,11.0,3055.0,20150417-M-Monte_Carlo_Masters-QF-Grigor_Dimitrov-Gael_Monfils,5,5,14,10,53,17,35,26,10,0,5,0,13,1,37,19,0.0
61,316,31865.0,2015-410,Monte Carlo Masters,Clay,56.0,M,20150412.0,51.0,104607.0,6.0,,Tomas Berdych,R,196.0,CZE,29.5,105683.0,4.0,,Milos Raonic,R,196.0,CAN,24.2,5-2 RET,3.0,QF,32.0,1.0,0.0,15.0,8.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,28.0,18.0,9.0,5.0,4.0,2.0,4.0,8.0,4510.0,6.0,5070.0,20150417-M-Monte_Carlo_Masters-QF-Milos_Raonic-Tomas_Berdych,2,1,6,4,15,3,8,7,5,1,5,4,4,2,28,14,0.0
62,319,31870.0,2015-425,Barcelona,Clay,48.0,A,20150420.0,1.0,104559.0,,,Teymuraz Gabashvili,R,188.0,RUS,29.9,105807.0,,,Pablo Carreno Busta,R,188.0,ESP,23.7,7-5 6-4,3.0,R64,97.0,4.0,3.0,69.0,40.0,30.0,17.0,11.0,1.0,2.0,3.0,5.0,75.0,41.0,30.0,15.0,11.0,6.0,9.0,85.0,607.0,63.0,755.0,20150420-M-Barcelona-R64-Pablo_Carreno_Busta-Teymuraz_Gabashvili,10,5,11,11,69,22,40,30,17,4,17,9,12,11,75,30,0.0
63,320,31884.0,2015-425,Barcelona,Clay,48.0,A,20150420.0,15.0,126094.0,,Q,Andrey Rublev,R,188.0,RUS,17.4,104269.0,,,Fernando Verdasco,L,188.0,ESP,31.4,7-6(4) 6-3,3.0,R64,93.0,1.0,1.0,72.0,53.0,38.0,12.0,11.0,5.0,7.0,6.0,4.0,85.0,62.0,41.0,6.0,10.0,6.0,9.0,329.0,136.0,37.0,1100.0,20150421-M-Barcelona-R64-Fernando_Verdasco-Andrey_Rublev,19,7,18,14,72,22,53,38,12,1,16,6,8,9,85,38,0.0
64,323,31939.0,2015-773,Bucharest,Clay,28.0,A,20150420.0,23.0,104198.0,5.0,,Guillermo Garcia Lopez,R,188.0,ESP,31.8,104586.0,4.0,,Lukas Rosol,R,196.0,CZE,29.7,6-4 7-6(7),3.0,QF,113.0,3.0,3.0,86.0,48.0,32.0,21.0,11.0,3.0,4.0,0.0,4.0,81.0,52.0,34.0,14.0,11.0,3.0,5.0,45.0,985.0,33.0,1155.0,20150424-M-Bucharest-QF-Lukas_Rosol-Guillermo_Garcia_Lopez,18,12,18,9,86,33,48,32,21,4,13,5,8,9,81,33,0.0
65,328,32016.0,2015-308,Munich,Clay,28.0,A,20150427.0,19.0,106233.0,,,Dominic Thiem,R,185.0,AUT,21.6,104926.0,8.0,,Fabio Fognini,R,178.0,ITA,27.9,6-3 6-0,3.0,R16,56.0,4.0,0.0,47.0,29.0,19.0,8.0,7.0,7.0,9.0,1.0,2.0,50.0,33.0,14.0,5.0,8.0,5.0,12.0,44.0,985.0,29.0,1285.0,20150430-M-Munich-R16-Fabio_Fognini-Dominic_Thiem,5,3,14,8,47,20,29,19,8,4,9,3,9,4,50,31,0.0
66,330,31996.0,2015-7163,Istanbul,Clay,28.0,A,20150427.0,26.0,104655.0,3.0,,Pablo Cuevas,R,180.0,URU,29.3,105777.0,2.0,,Grigor Dimitrov,R,188.0,BUL,23.9,6-2 6-4,3.0,SF,76.0,1.0,0.0,50.0,31.0,22.0,10.0,9.0,3.0,5.0,5.0,1.0,57.0,40.0,23.0,4.0,9.0,1.0,6.0,23.0,1442.0,11.0,2985.0,20150502-M-Istanbul-SF-Grigor_Dimitrov-Pablo_Cuevas,11,2,13,11,49,18,30,21,10,1,5,5,9,3,57,30,0.0
67,341,32078.0,2015-1536,Madrid Masters,Clay,56.0,M,20150503.0,54.0,104918.0,2.0,,Andy Murray,R,190.0,GBR,27.9,105453.0,4.0,,Kei Nishikori,R,178.0,JPN,25.3,6-3 6-4,3.0,SF,98.0,4.0,2.0,58.0,34.0,27.0,13.0,9.0,2.0,3.0,1.0,1.0,71.0,46.0,27.0,11.0,10.0,4.0,8.0,3.0,6220.0,5.0,5280.0,20150509-M-Madrid_Masters-SF-Kei_Nishikori-Andy_Murray,14,4,13,10,58,18,34,27,13,4,10,9,6,6,71,33,0.0
68,342,32094.0,2015-416,Rome Masters,Clay,56.0,M,20150510.0,15.0,104468.0,12.0,,Gilles Simon,R,183.0,FRA,30.3,106058.0,,,Jack Sock,R,185.0,USA,22.6,4-6 7-6(2) 6-3,3.0,R64,141.0,9.0,3.0,94.0,51.0,34.0,27.0,16.0,2.0,6.0,10.0,5.0,101.0,55.0,37.0,23.0,15.0,5.0,9.0,12.0,2255.0,33.0,1147.0,20150511-M-Rome_Masters-R64-Jack_Sock-Gilles_Simon,17,4,23,15,92,32,49,33,27,8,16,7,15,8,101,41,0.0
69,343,32099.0,2015-416,Rome Masters,Clay,56.0,M,20150510.0,20.0,104926.0,,,Fabio Fognini,R,178.0,ITA,27.9,105449.0,,,Steve Johnson,R,188.0,USA,25.3,7-6(0) 6-3,3.0,R64,102.0,4.0,2.0,70.0,47.0,39.0,13.0,11.0,2.0,2.0,4.0,1.0,82.0,57.0,34.0,14.0,10.0,3.0,4.0,31.0,1215.0,50.0,905.0,20150511-M-Rome_Masters-R64-Steve_Johnson-Fabio_Fognini,11,3,17,8,70,18,47,39,13,4,16,10,15,8,82,34,0.0
70,344,32089.0,2015-416,Rome Masters,Clay,56.0,M,20150510.0,10.0,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,31.9,105227.0,9.0,,Marin Cilic,R,198.0,CRO,26.6,6-4 6-3,3.0,R64,105.0,9.0,2.0,63.0,43.0,34.0,10.0,9.0,5.0,5.0,7.0,7.0,93.0,59.0,40.0,12.0,10.0,11.0,14.0,28.0,1290.0,10.0,3360.0,20150512-M-Rome_Masters-R64-Marin_Cilic-Guillermo_Garcia_Lopez,15,8,18,13,63,19,43,34,10,9,10,8,7,7,93,41,0.0
71,345,32108.0,2015-416,Rome Masters,Clay,56.0,M,20150510.0,29.0,104918.0,3.0,,Andy Murray,R,190.0,GBR,27.9,104871.0,,,Jeremy Chardy,R,188.0,FRA,28.2,6-4 6-3,3.0,R32,85.0,6.0,0.0,50.0,36.0,28.0,9.0,9.0,2.0,2.0,1.0,2.0,54.0,40.0,28.0,6.0,10.0,2.0,5.0,3.0,7130.0,38.0,1120.0,20150513-M-Rome_Masters-R32-Jeremy_Chardy-Andy_Murray,13,3,11,11,50,13,36,28,9,5,7,6,3,6,54,20,0.0
72,346,32125.0,2015-416,Rome Masters,Clay,56.0,M,20150510.0,46.0,104745.0,4.0,,Rafael Nadal,L,185.0,ESP,28.9,104545.0,16.0,,John Isner,R,206.0,USA,30.0,6-4 6-4,3.0,R16,80.0,3.0,3.0,51.0,39.0,35.0,5.0,10.0,0.0,0.0,7.0,2.0,56.0,39.0,32.0,5.0,10.0,4.0,6.0,7.0,4990.0,17.0,1855.0,20150514-M-Rome_Masters-R16-John_Isner-Rafael_Nadal,13,7,13,11,51,11,40,35,5,2,9,5,0,0,56,19,0.0
73,352,32188.0,2015-6120,Nice,Clay,28.0,A,20150517.0,27.0,106233.0,,,Dominic Thiem,R,185.0,AUT,21.7,104919.0,4.0,,Leonardo Mayer,R,188.0,ARG,28.0,6-7(8) 7-5 7-6(2),3.0,F,169.0,7.0,4.0,121.0,79.0,65.0,24.0,18.0,6.0,6.0,4.0,2.0,130.0,98.0,67.0,24.0,18.0,9.0,10.0,42.0,995.0,24.0,1487.0,20150524-M-Nice-F-Leonardo_Mayer-Dominic_Thiem,24,10,31,13,121,32,79,65,24,8,21,14,11,23,130,39,0.0
74,356,32289.0,2015-520,Roland Garros,Clay,128.0,G,20150524.0,101.0,104918.0,3.0,,Andy Murray,R,190.0,GBR,28.0,106401.0,29.0,,Nick Kyrgios,R,193.0,AUS,20.0,6-4 6-2 6-3,5.0,R32,119.0,12.0,4.0,89.0,48.0,36.0,20.0,13.0,8.0,10.0,2.0,7.0,102.0,78.0,41.0,10.0,14.0,6.0,13.0,3.0,7040.0,30.0,1250.0,20150530-M-Roland_Garros-R32-Nick_Kyrgios-Andy_Murray,21,13,19,10,89,33,48,36,20,12,14,16,8,7,102,51,0.0
75,365,32341.0,2015-440,s Hertogenbosch,Grass,28.0,A,20150608.0,26.0,105676.0,2.0,,David Goffin,R,180.0,BEL,24.5,104180.0,,,Gilles Muller,L,193.0,LUX,32.0,7-6(4) 6-4,3.0,SF,,9.0,5.0,61.0,33.0,30.0,20.0,11.0,1.0,1.0,11.0,0.0,66.0,47.0,38.0,9.0,11.0,2.0,3.0,15.0,1915.0,53.0,880.0,20150613-M-s_Hertogenbosch-SF-Gilles_Muller-David_Goffin,12,3,11,7,61,11,32,29,21,9,6,14,3,1,66,19,0.0
76,369,32421.0,2015-311,Queen's Club,Grass,32.0,A,20150615.0,21.0,104468.0,7.0,,Gilles Simon,R,183.0,FRA,30.4,106423.0,,WC,Thanasi Kokkinakis,R,196.0,AUS,19.1,6-4 6-2,3.0,R16,,3.0,3.0,54.0,29.0,24.0,12.0,9.0,1.0,2.0,7.0,4.0,58.0,29.0,23.0,8.0,9.0,2.0,6.0,13.0,2300.0,70.0,693.0,20150617-M-Queens_Club-R16-Thanasi_Kokkinakis-Gilles_Simon,9,5,13,11,54,18,29,24,12,3,7,5,5,6,58,27,0.0
77,372,32400.0,2015-500,Halle,Grass,32.0,A,20150615.0,31.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,33.8,104312.0,,,Andreas Seppi,R,190.0,ITA,31.3,7-6(1) 6-4,3.0,F,108.0,14.0,0.0,73.0,53.0,43.0,10.0,11.0,4.0,4.0,1.0,1.0,84.0,52.0,34.0,18.0,11.0,4.0,5.0,2.0,9165.0,45.0,1020.0,20150621-M-Halle-F-Andreas_Seppi-Roger_Federer,11,4,7,16,73,20,53,43,10,12,14,7,17,12,84,32,0.0
78,380,32574.0,2015-540,Wimbledon,Grass,128.0,G,20150629.0,96.0,103819.0,2.0,,Roger Federer,R,185.0,SUI,33.8,105023.0,,,Sam Querrey,R,198.0,USA,27.7,6-4 6-2 6-2,5.0,R64,,6.0,2.0,77.0,47.0,37.0,19.0,13.0,2.0,2.0,7.0,2.0,79.0,45.0,32.0,15.0,13.0,7.0,12.0,2.0,9665.0,36.0,1140.0,20150702-M-Wimbledon-R64-Sam_Querrey-Roger_Federer,11,3,8,5,77,21,47,37,19,6,19,7,6,3,79,32,0.0
79,384,32599.0,2015-540,Wimbledon,Grass,128.0,G,20150629.0,121.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,28.1,105227.0,9.0,,Marin Cilic,R,198.0,CRO,26.7,6-4 6-4 6-4,5.0,QF,,4.0,1.0,81.0,58.0,46.0,17.0,15.0,0.0,0.0,8.0,0.0,83.0,46.0,35.0,18.0,15.0,2.0,5.0,1.0,13845.0,9.0,3540.0,20150709-M-Wimbledon-QF-Marin_Cilic-Novak_Djokovic,13,9,16,19,81,18,58,46,17,4,13,8,7,11,83,30,0.0
80,387,32605.0,2015-540,Wimbledon,Grass,128.0,G,20150629.0,127.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,28.1,103819.0,2.0,,Roger Federer,R,185.0,SUI,33.8,7-6(1) 6-7(10) 6-4 6-3,5.0,F,176.0,13.0,1.0,145.0,95.0,70.0,30.0,21.0,6.0,7.0,14.0,3.0,141.0,94.0,70.0,23.0,22.0,6.0,10.0,1.0,13845.0,2.0,9665.0,20150712-M-Wimbledon-F-Roger_Federer-Novak_Djokovic,27,14,29,28,145,45,95,70,30,14,20,8,19,16,141,48,0.0
81,389,32769.0,2015-316,Bastad,Clay,28.0,A,20150720.0,27.0,105332.0,,,Benoit Paire,R,196.0,FRA,26.1,103990.0,2.0,,Tommy Robredo,R,180.0,ESP,33.2,7-6(7) 6-3,3.0,F,,5.0,3.0,72.0,44.0,36.0,17.0,11.0,2.0,2.0,1.0,0.0,86.0,54.0,36.0,19.0,10.0,4.0,5.0,62.0,776.0,21.0,1540.0,20150726-M-Bastad-F-Tommy_Robredo-Benoit_Paire,6,5,12,12,72,19,44,36,17,5,16,14,25,23,86,31,0.0
82,402,33235.0,2015-560,US Open,Hard,128.0,G,20150831.0,96.0,103819.0,2.0,,Roger Federer,R,185.0,SUI,34.0,104327.0,,,Steve Darcis,R,178.0,BEL,31.4,6-1 6-2 6-1,5.0,R64,,12.0,1.0,61.0,43.0,37.0,10.0,11.0,1.0,1.0,2.0,2.0,80.0,43.0,23.0,15.0,11.0,12.0,19.0,2.0,9065.0,66.0,750.0,20150903-M-US_Open-R64-Steve_Darcis-Roger_Federer,4,2,11,5,61,14,43,37,10,11,13,14,12,11,80,42,0.0
83,409,33265.0,2015-560,US Open,Hard,128.0,G,20150831.0,126.0,103819.0,2.0,,Roger Federer,R,185.0,SUI,34.0,104527.0,5.0,,Stan Wawrinka,R,183.0,SUI,30.4,6-4 6-3 6-1,5.0,SF,,10.0,2.0,77.0,50.0,40.0,17.0,13.0,4.0,4.0,6.0,1.0,78.0,38.0,22.0,20.0,13.0,6.0,11.0,2.0,9065.0,5.0,5710.0,20150911-M-US_Open-SF-Stan_Wawrinka-Roger_Federer,9,5,19,22,77,20,50,40,17,10,11,5,9,14,78,36,0.0
84,410,33266.0,2015-560,US Open,Hard,128.0,G,20150831.0,127.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,28.2,103819.0,2.0,,Roger Federer,R,185.0,SUI,34.0,6-4 5-7 6-4 6-4,5.0,F,200.0,3.0,5.0,155.0,96.0,63.0,32.0,21.0,19.0,23.0,11.0,5.0,137.0,87.0,62.0,23.0,21.0,7.0,13.0,1.0,14865.0,2.0,9065.0,20150913-M-US_Open-F-Roger_Federer-Novak_Djokovic,25,17,36,26,155,60,96,63,32,3,17,10,13,27,137,52,0.0
85,418,33364.0,2015-568,St. Petersburg,Hard,28.0,A,20150921.0,2.0,104719.0,,,Marcel Granollers,R,190.0,ESP,29.4,106423.0,,,Thanasi Kokkinakis,R,196.0,AUS,19.4,6-3 6-3,3.0,R32,,3.0,3.0,52.0,29.0,24.0,12.0,9.0,0.0,1.0,4.0,2.0,55.0,29.0,17.0,13.0,9.0,5.0,9.0,81.0,637.0,70.0,704.0,20150923-M-St_Petersburg-R32-Thanasi_Kokkinakis-Marcel_Granollers,15,2,13,17,52,16,29,24,12,4,3,6,3,3,55,25,0.0
86,438,33503.0,2015-329,Tokyo,Hard,32.0,A,20151005.0,29.0,104527.0,1.0,,Stan Wawrinka,R,183.0,SUI,30.5,104180.0,,,Gilles Muller,L,193.0,LUX,32.4,6-4 7-6(5),3.0,SF,,8.0,0.0,64.0,34.0,26.0,21.0,11.0,1.0,3.0,6.0,6.0,79.0,49.0,32.0,17.0,11.0,3.0,6.0,4.0,6005.0,43.0,1005.0,20151010-M-Tokyo-SF-Gilles_Muller-Stan_Wawrinka,12,5,9,14,64,17,34,26,21,8,12,11,9,9,79,30,0.0
87,439,33503.0,2015-329,Tokyo,Hard,32.0,A,20151005.0,29.0,104527.0,1.0,,Stan Wawrinka,R,183.0,SUI,30.5,104180.0,,,Gilles Muller,L,193.0,LUX,32.4,6-4 7-6(5),3.0,SF,,8.0,0.0,64.0,34.0,26.0,21.0,11.0,1.0,3.0,6.0,6.0,79.0,49.0,32.0,17.0,11.0,3.0,6.0,4.0,6005.0,43.0,1005.0,20151010-M-Tokyo-SF-Gilles_Muller-Stan_Wawrinka,12,5,9,14,64,17,34,26,21,8,12,11,9,9,79,30,0.0
88,440,33503.0,2015-329,Tokyo,Hard,32.0,A,20151005.0,29.0,104527.0,1.0,,Stan Wawrinka,R,183.0,SUI,30.5,104180.0,,,Gilles Muller,L,193.0,LUX,32.4,6-4 7-6(5),3.0,SF,,8.0,0.0,64.0,34.0,26.0,21.0,11.0,1.0,3.0,6.0,6.0,79.0,49.0,32.0,17.0,11.0,3.0,6.0,4.0,6005.0,43.0,1005.0,20151010-M-Tokyo-SF-Gilles_Muller-Stan_Wawrinka,12,5,9,14,64,17,34,26,21,8,12,11,9,9,79,30,0.0
89,441,33503.0,2015-329,Tokyo,Hard,32.0,A,20151005.0,29.0,104527.0,1.0,,Stan Wawrinka,R,183.0,SUI,30.5,104180.0,,,Gilles Muller,L,193.0,LUX,32.4,6-4 7-6(5),3.0,SF,,8.0,0.0,64.0,34.0,26.0,21.0,11.0,1.0,3.0,6.0,6.0,79.0,49.0,32.0,17.0,11.0,3.0,6.0,4.0,6005.0,43.0,1005.0,20151010-M-Tokyo-SF-Gilles_Muller-Stan_Wawrinka,12,5,9,14,64,17,34,26,21,8,12,11,9,9,79,30,0.0
90,442,33504.0,2015-329,Tokyo,Hard,32.0,A,20151005.0,30.0,105332.0,,,Benoit Paire,R,196.0,FRA,26.4,105453.0,2.0,,Kei Nishikori,R,178.0,JPN,25.7,1-6 6-4 6-2,3.0,SF,,11.0,5.0,88.0,51.0,37.0,17.0,12.0,7.0,9.0,4.0,2.0,82.0,52.0,41.0,11.0,13.0,3.0,6.0,32.0,1187.0,6.0,4540.0,20151010-M-Tokyo-SF-Kei_Nishikori-Benoit_Paire,6,7,12,14,88,34,51,37,17,10,10,8,11,11,82,30,0.0
91,443,33474.0,2015-747,Beijing,Hard,32.0,A,20151005.0,31.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,28.3,104745.0,3.0,,Rafael Nadal,L,185.0,ESP,29.3,6-2 6-2,3.0,F,91.0,7.0,0.0,57.0,47.0,33.0,5.0,8.0,2.0,2.0,0.0,1.0,48.0,34.0,19.0,5.0,8.0,1.0,5.0,1.0,15645.0,8.0,3770.0,20151011-M-Beijing-F-Rafael_Nadal-Novak_Djokovic,4,3,15,5,57,19,47,33,5,7,9,7,12,5,48,24,0.0
